citation_key,title,field,status,reason
spence2007,Information visualization: Design for interaction (2nd ed.),reportnumber,unresolved,Field absent from source and no authoritative exact match established.
spence2007,Information visualization: Design for interaction (2nd ed.),url,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,doi,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,isbn,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,issn,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,publisher,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,edition,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,booktitle,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,journal,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,institution,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,series,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
stevens1946,On the theory of scales of measurement,url,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,doi,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,isbn,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,issn,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,volume,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,number,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,publisher,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,edition,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,booktitle,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,journal,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,institution,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,series,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
stichweh1992,The sociology of scientific disciplines,url,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,doi,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,isbn,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,issn,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,publisher,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,edition,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,booktitle,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,journal,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,institution,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,series,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
stoffregen2003,Affordances as properties of the animal-environment system,url,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,doi,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,isbn,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,issn,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,volume,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,number,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,pages,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,publisher,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,edition,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,booktitle,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,journal,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,institution,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,series,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
suchman1987,Plans and Situated Actions,url,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,doi,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,isbn,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,issn,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,volume,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,number,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,pages,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,publisher,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,edition,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,booktitle,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,journal,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,institution,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,series,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
suchman1987plans5,Plans and situated actions: The problem of human-machine communication,url,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",doi,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",isbn,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",issn,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",volume,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",number,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",pages,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",publisher,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",edition,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",booktitle,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",journal,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",institution,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",series,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",reportnumber,unresolved,Field absent from source and no authoritative exact match established.
suppes1989,"Foundations of Measurement, Vol",url,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,doi,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,isbn,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,issn,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,volume,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,number,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,pages,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,publisher,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,edition,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,booktitle,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,journal,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,institution,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,series,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
suppes1963,Basic measurement theory,url,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),doi,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),isbn,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),issn,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),volume,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),number,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),pages,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),publisher,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),edition,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),booktitle,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),journal,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),institution,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),series,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),reportnumber,unresolved,Field absent from source and no authoritative exact match established.
sutton2018,Reinforcement Learning: An Introduction (2nd ed.),url,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,doi,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,isbn,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,issn,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,volume,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,number,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,publisher,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,edition,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,booktitle,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,journal,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,institution,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,series,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
sutton1999,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,url,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,doi,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,isbn,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,issn,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,volume,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,number,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,pages,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,publisher,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,edition,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,booktitle,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,journal,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,institution,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,series,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
syring2019,Evaluating conformance measures in process mining using conformance propositions,url,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,doi,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,isbn,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,issn,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,volume,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,number,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,publisher,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,edition,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,booktitle,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,journal,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,institution,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,series,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
tarski1944,The semantic conception of truth and the foundations of semantics,url,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,doi,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,isbn,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,issn,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,volume,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,number,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,pages,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,publisher,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,edition,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,booktitle,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,journal,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,institution,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,series,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
taylor1994,Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,url,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,doi,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,isbn,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,issn,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,volume,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,number,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,publisher,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,edition,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,booktitle,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,journal,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,institution,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,series,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
taylor2009,Transfer learning for reinforcement learning domains: A survey,url,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,doi,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,isbn,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,issn,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,volume,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,number,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,pages,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,publisher,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,edition,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,booktitle,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,journal,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,institution,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,series,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
thelen1994,A dynamic systems approach to the development of cognition and action,url,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,doi,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,isbn,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,issn,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,volume,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,number,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,pages,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,publisher,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,edition,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,booktitle,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,journal,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,institution,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,series,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
thorndike1901,The influence of improvement in one mental function upon the efficiency of other functions,url,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,doi,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,isbn,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,issn,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,volume,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,number,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,pages,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,publisher,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,edition,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,booktitle,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,journal,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,institution,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,series,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
thorndike1949,Personnel Selection: Test and Measurement Techniques,url,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,doi,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,isbn,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,issn,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,volume,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,number,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,publisher,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,edition,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,booktitle,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,journal,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,institution,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,series,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
tinbergen1963on,On aims and methods of ethology,url,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,doi,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,isbn,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,issn,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,publisher,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,edition,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,booktitle,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,journal,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,institution,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,series,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
treisman1980,A feature-integration theory of attention,url,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,doi,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,isbn,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,issn,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,volume,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,number,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,pages,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,publisher,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,edition,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,booktitle,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,journal,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,institution,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,series,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
tufte1983,The visual display of quantitative information,url,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,doi,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,isbn,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,issn,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,publisher,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,edition,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,booktitle,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,journal,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,institution,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,series,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
turvey1992,Affordances and prospective control: An outline of the ontology,url,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,doi,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,isbn,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,issn,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,publisher,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,edition,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,booktitle,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,journal,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,institution,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,series,unresolved,Field absent from source and no authoritative exact match established.
tversky1977,Features of similarity,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
